"id","project","task","created_date","finished_date","cycle_time_days"
"P1-T1591",1,1591,2016-04-27,2016-04-26,-1
"P1-T1593",1,1593,2016-05-01,2016-05-08,7
"P1-T1594",1,1594,2016-05-02,2016-05-11,9
"P1-T1595",1,1595,2016-05-06,2016-05-05,-1
"P1-T1596",1,1596,2016-05-06,2016-05-05,-1
"P1-T1597",1,1597,2016-06-13,2016-06-22,9
"P1-T1598",1,1598,2016-05-02,2016-05-01,-1
"P1-T1599",1,1599,2016-05-02,2016-05-13,11
"P0-T7311",0,7311,2016-01-31,2016-01-30,-1
"P0-T7305",0,7305,2016-01-24,2016-01-26,2
"P0-T7306",0,7306,2016-04-02,2016-05-09,37
"P0-T7307",0,7307,2016-06-03,2016-07-02,29
"P0-T7308",0,7308,2016-02-20,2016-04-19,59
"P0-T7301",0,7301,2016-01-20,2016-01-21,1
"P0-T8633",0,8633,2017-09-13,2017-09-21,8
"P0-T8632",0,8632,2017-09-13,2017-09-14,1
"P0-T8634",0,8634,2017-09-18,2017-09-26,8
"P0-T8651",0,8651,2017-09-22,2017-10-24,32
"P0-T8653",0,8653,2017-10-03,2017-10-02,-1
"P0-T8652",0,8652,2017-09-29,2017-10-07,8
"P0-T7317",0,7317,2016-01-29,2016-02-03,5
"P0-T7314",0,7314,2016-01-23,2016-01-24,1
"P0-T8620",0,8620,2017-09-04,2017-09-14,10
"P0-T8615",0,8615,2017-08-30,2017-10-12,43
"P0-T8617",0,8617,2017-09-09,2017-09-17,8
"P0-T8616",0,8616,2017-08-30,2017-08-29,-1
"P1-T581",1,581,2015-09-14,2015-09-23,9
"P1-T583",1,583,2015-09-14,2015-09-22,8
"P0-T8619",0,8619,2017-09-02,2017-09-08,6
"P0-T8631",0,8631,2017-10-29,2017-10-28,-1
"P0-T7300",0,7300,2016-01-18,2016-01-25,7
"P0-T8630",0,8630,2017-10-02,2017-10-04,2
"P0-T8627",0,8627,2017-09-05,2017-09-06,1
"P0-T8623",0,8623,2017-09-08,2017-09-24,16
"P1-T572",1,572,2015-09-18,2015-09-17,-1
"P0-T8629",0,8629,2017-10-26,2017-10-25,-1
"P1-T577",1,577,2015-09-14,2015-09-20,6
"P1-T2800",1,2800,2017-01-06,2017-01-07,1
"P1-T2801",1,2801,2017-01-09,2017-01-11,2
"P1-T2802",1,2802,2017-01-03,2017-01-05,2
"P1-T2803",1,2803,2017-02-12,2017-02-13,1
"P1-T2804",1,2804,2017-01-04,2017-01-05,1
"P1-T2805",1,2805,2017-01-10,2017-01-09,-1
"P1-T2806",1,2806,2017-05-04,2017-05-03,-1
"P1-T2807",1,2807,2017-01-04,2017-01-07,3
"P1-T2812",1,2812,2017-01-05,2017-01-06,1
"P1-T2813",1,2813,2017-01-07,2017-01-09,2
"P1-T2814",1,2814,2017-05-05,2017-05-04,-1
"P1-T2815",1,2815,2017-01-27,2017-01-28,1
"P1-T2816",1,2816,2017-01-05,2017-01-06,1
"P1-T2822",1,2822,2017-01-09,2017-01-10,1
"P1-T2823",1,2823,2017-01-10,2017-01-12,2
"P1-T2824",1,2824,2017-01-10,2017-01-12,2
"P1-T2825",1,2825,2017-01-10,2017-01-14,4
"P1-T2826",1,2826,2017-01-10,2017-01-14,4
"P1-T2827",1,2827,2017-01-15,2017-01-19,4
"P1-T2828",1,2828,2017-01-10,2017-01-11,1
"P1-T2829",1,2829,2017-01-10,2017-01-12,2
"P1-T2830",1,2830,2017-01-11,2017-01-12,1
"P1-T2831",1,2831,2017-01-11,2017-01-12,1
"P1-T2832",1,2832,2017-01-11,2017-01-19,8
"P1-T2833",1,2833,2017-01-11,2017-01-10,-1
"P1-T2838",1,2838,2017-01-11,2017-01-13,2
"P1-T2839",1,2839,2017-01-11,2017-01-12,1
"P1-T2840",1,2840,2017-01-13,2017-01-18,5
"P1-T2841",1,2841,2017-01-11,2017-01-12,1
"P1-T2842",1,2842,2017-05-08,2017-05-07,-1
"P1-T2843",1,2843,2017-01-12,2017-01-16,4
"P1-T2844",1,2844,2017-01-14,2017-01-22,8
"P1-T2846",1,2846,2017-01-13,2017-01-14,1
"P1-T2847",1,2847,2017-01-13,2017-01-14,1
"P1-T2848",1,2848,2017-01-19,2017-01-25,6
"P1-T2849",1,2849,2017-01-17,2017-01-16,-1
"P1-T2850",1,2850,2017-01-13,2017-01-14,1
"P1-T2851",1,2851,2017-01-16,2017-01-17,1
"P1-T2852",1,2852,2017-01-16,2017-01-15,-1
"P1-T2853",1,2853,2017-01-19,2017-01-25,6
"P1-T2854",1,2854,2017-01-16,2017-01-21,5
"P1-T2855",1,2855,2017-01-16,2017-01-17,1
"P1-T2856",1,2856,2017-01-16,2017-01-17,1
"P1-T2857",1,2857,2017-01-12,2017-01-30,18
"P1-T2858",1,2858,2017-03-23,2017-05-31,69
"P1-T2859",1,2859,2017-01-17,2017-01-21,4
"P1-T2860",1,2860,2017-01-17,2017-01-19,2
"P1-T2861",1,2861,2017-01-17,2017-01-18,1
"P1-T1531",1,1531,2016-04-11,2016-04-15,4
"P1-T1534",1,1534,2016-04-17,2016-04-23,6
"P1-T1535",1,1535,2016-04-13,2016-04-12,-1
"P1-T2866",1,2866,2017-01-17,2017-01-18,1
"P1-T1536",1,1536,2016-04-15,2016-04-14,-1
"P1-T2867",1,2867,2017-01-17,2017-03-02,44
"P1-T1537",1,1537,2016-04-13,2016-07-23,101
"P1-T2868",1,2868,2017-01-17,2017-03-02,44
"P1-T2869",1,2869,2017-01-18,2017-01-19,1
"P1-T1539",1,1539,2016-04-15,2016-07-22,98
"P1-T2870",1,2870,2017-01-18,2017-01-19,1
"P1-T1540",1,1540,2016-04-13,2016-04-12,-1
"P1-T2871",1,2871,2017-09-18,2018-01-23,127
"P1-T1541",1,1541,2016-04-17,2016-05-16,29
"P1-T2872",1,2872,2017-01-20,2017-01-19,-1
"P1-T1542",1,1542,2016-04-09,2016-04-08,-1
"P1-T2873",1,2873,2017-03-03,2017-03-02,-1
"P1-T2874",1,2874,2017-01-18,2017-01-17,-1
"P1-T1543",1,1543,2016-04-10,2016-04-09,-1
"P1-T2875",1,2875,2017-03-29,2017-03-28,-1
"P1-T1544",1,1544,2016-05-25,2016-05-24,-1
"P1-T2876",1,2876,2017-01-18,2017-01-19,1
"P1-T2877",1,2877,2017-01-20,2017-01-21,1
"P1-T2878",1,2878,2017-03-10,2017-03-11,1
"P1-T2879",1,2879,2017-01-21,2017-01-20,-1
"P1-T1549",1,1549,2016-04-14,2016-06-20,67
"P1-T2880",1,2880,2017-01-21,2017-01-24,3
"P1-T2882",1,2882,2017-01-23,2017-01-26,3
"P1-T1551",1,1551,2016-05-01,2016-06-29,59
"P1-T2883",1,2883,2017-01-26,2017-01-25,-1
"P1-T1552",1,1552,2016-05-01,2016-06-29,59
"P0-T7192",0,7192,2016-02-08,2016-02-11,3
"P0-T7193",0,7193,2015-12-02,2015-12-05,3
"P0-T7194",0,7194,2015-12-12,2015-12-14,2
"P0-T7195",0,7195,2015-12-06,2015-12-07,1
"P0-T7172",0,7172,2015-12-04,2015-12-05,1
"P0-T7187",0,7187,2015-12-30,2016-01-09,10
"P0-T7188",0,7188,2015-12-08,2015-12-10,2
"P0-T8441",0,8441,2017-05-15,2017-06-01,17
"P0-T8443",0,8443,2017-05-17,2017-05-18,1
"P0-T7122",0,7122,2015-11-02,2015-11-03,1
"P0-T8452",0,8452,2017-05-29,2017-06-05,7
"P0-T8451",0,8451,2017-05-29,2017-06-10,12
"P0-T8450",0,8450,2017-10-17,2017-12-22,66
"P0-T8446",0,8446,2017-08-12,2017-08-11,-1
"P0-T8445",0,8445,2017-05-25,2017-05-26,1
"P0-T8448",0,8448,2017-08-12,2017-08-11,-1
"P0-T7117",0,7117,2015-10-28,2015-10-27,-1
"P0-T8447",0,8447,2017-08-12,2017-08-11,-1
"P0-T8422",0,8422,2017-08-05,2017-08-04,-1
"P0-T8480",0,8480,2017-06-13,2017-06-18,5
"P0-T8488",0,8488,2017-06-13,2017-06-15,2
"P0-T7157",0,7157,2015-12-22,2015-12-21,-1
"P0-T7148",0,7148,2015-11-11,2015-11-12,1
"P0-T7149",0,7149,2015-11-09,2015-11-21,12
"P0-T7160",0,7160,2015-11-11,2015-11-13,2
"P0-T8497",0,8497,2017-06-13,2017-06-14,1
"P0-T7166",0,7166,2015-11-20,2015-11-22,2
"P0-T7134",0,7134,2015-11-02,2015-11-03,1
"P0-T7135",0,7135,2015-11-03,2015-11-04,1
"P0-T7129",0,7129,2015-11-02,2015-11-03,1
"P1-T502",1,502,2015-08-25,2015-08-30,5
"P1-T504",1,504,2016-03-31,2016-03-30,-1
"P1-T503",1,503,2015-08-22,2015-08-21,-1
"P1-T506",1,506,2015-08-26,2015-08-25,-1
"P1-T505",1,505,2015-08-26,2015-08-25,-1
"P1-T508",1,508,2015-08-20,2015-08-28,8
"P1-T507",1,507,2015-09-01,2015-09-24,23
"P0-T7143",0,7143,2015-11-05,2015-11-06,1
"P0-T8474",0,8474,2017-06-14,2017-06-15,1
"P0-T8477",0,8477,2017-08-21,2017-08-20,-1
"P1-T2763",1,2763,2016-12-22,2016-12-23,1
"P1-T2764",1,2764,2016-12-20,2016-12-25,5
"P1-T2765",1,2765,2016-12-20,2016-12-21,1
"P1-T2766",1,2766,2016-12-20,2016-12-22,2
"P1-T2767",1,2767,2016-12-20,2016-12-19,-1
"P1-T2768",1,2768,2016-12-20,2016-12-21,1
"P1-T1438",1,1438,2016-04-21,2016-04-25,4
"P1-T2769",1,2769,2017-01-14,2017-01-13,-1
"P1-T405",1,405,2015-07-24,2015-07-23,-1
"P1-T404",1,404,2017-12-04,2019-08-08,612
"P1-T406",1,406,2015-07-24,2015-07-23,-1
"P1-T409",1,409,2015-07-27,2015-07-26,-1
"P1-T408",1,408,2015-07-31,2015-08-10,10
"P1-T2770",1,2770,2016-12-21,2016-12-22,1
"P1-T1440",1,1440,2016-03-19,2016-04-01,13
"P1-T2771",1,2771,2016-12-21,2016-12-20,-1
"P1-T2772",1,2772,2016-12-27,2016-12-26,-1
"P1-T2773",1,2773,2017-01-20,2017-01-25,5
"P1-T2774",1,2774,2016-12-31,2016-12-30,-1
"P1-T2775",1,2775,2016-12-27,2017-01-02,6
"P1-T2776",1,2776,2016-12-21,2016-12-20,-1
"P1-T2777",1,2777,2016-12-31,2017-01-04,4
"P1-T2778",1,2778,2016-12-21,2017-01-02,12
"P1-T2779",1,2779,2017-04-25,2017-04-24,-1
"P1-T2780",1,2780,2016-12-22,2017-01-03,12
"P1-T2781",1,2781,2016-12-22,2017-01-09,18
"P1-T2782",1,2782,2017-03-30,2017-03-29,-1
"P1-T2783",1,2783,2016-12-24,2016-12-23,-1
"P1-T1453",1,1453,2016-06-24,2016-06-23,-1
"P1-T1454",1,1454,2016-03-21,2016-03-27,6
"P1-T2785",1,2785,2017-01-03,2017-01-06,3
"P1-T1455",1,1455,2017-03-30,2017-11-15,230
"P1-T2786",1,2786,2016-12-26,2016-12-27,1
"P1-T1456",1,1456,2016-03-25,2016-03-30,5
"P1-T2787",1,2787,2016-12-27,2016-12-28,1
"P1-T2788",1,2788,2016-12-27,2016-12-28,1
"P1-T2789",1,2789,2016-12-28,2017-01-01,4
"P1-T2790",1,2790,2016-12-28,2016-12-29,1
"P1-T2791",1,2791,2017-01-04,2017-01-10,6
"P1-T2792",1,2792,2017-01-02,2017-01-03,1
"P1-T2793",1,2793,2016-12-31,2017-01-01,1
"P1-T2794",1,2794,2017-01-02,2017-01-01,-1
"P1-T2795",1,2795,2017-01-06,2017-01-14,8
"P1-T414",1,414,2015-07-04,2015-07-12,8
"P1-T413",1,413,2015-07-04,2015-07-10,6
"P1-T416",1,416,2015-07-08,2015-07-07,-1
"P1-T415",1,415,2015-07-04,2015-07-09,5
"P1-T418",1,418,2015-07-12,2015-07-19,7
"P1-T417",1,417,2015-07-28,2015-07-27,-1
"P1-T419",1,419,2015-07-08,2015-07-07,-1
"P1-T410",1,410,2015-07-27,2016-06-10,319
"P1-T412",1,412,2015-07-03,2015-07-04,1
"P1-T411",1,411,2015-07-03,2015-07-05,2
"P1-T1476",1,1476,2016-04-04,2016-04-03,-1
"P1-T1477",1,1477,2016-05-10,2016-05-15,5
"P1-T1478",1,1478,2016-05-16,2016-05-15,-1
"P0-T8516",0,8516,2017-06-30,2017-07-04,4
"P1-T447",1,447,2015-08-27,2016-01-25,151
"P0-T8515",0,8515,2017-06-30,2017-07-04,4
"P1-T446",1,446,2015-07-22,2015-07-24,2
"P1-T449",1,449,2015-08-19,2015-08-18,-1
"P1-T448",1,448,2015-07-18,2015-07-26,8
"P0-T8514",0,8514,2017-06-26,2017-06-27,1
"P1-T441",1,441,2015-11-14,2015-11-13,-1
"P1-T440",1,440,2015-07-19,2015-07-29,10
"P1-T1483",1,1483,2016-04-11,2016-09-15,157
"P1-T1484",1,1484,2016-04-11,2016-06-05,55
"P1-T442",1,442,2015-07-27,2015-07-26,-1
"P1-T1485",1,1485,2016-04-05,2016-04-04,-1
"P1-T1486",1,1486,2016-04-03,2016-04-05,2
"P1-T1489",1,1489,2016-07-09,2016-07-08,-1
"P0-T7201",0,7201,2016-01-13,2016-01-12,-1
"P1-T439",1,439,2015-07-15,2015-07-23,8
"P1-T469",1,469,2015-08-14,2015-08-13,-1
"P1-T468",1,468,2015-08-04,2015-08-08,4
"P0-T8505",0,8505,2017-07-08,2017-07-07,-1
"P0-T8504",0,8504,2017-10-28,2017-12-23,56
"P0-T8507",0,8507,2017-07-06,2017-07-23,17
"P0-T8506",0,8506,2017-06-22,2017-06-26,4
"P0-T8501",0,8501,2017-08-28,2017-08-27,-1
"P0-T8500",0,8500,2017-08-30,2017-08-29,-1
"P0-T8503",0,8503,2017-06-28,2017-07-08,10
"P1-T450",1,450,2015-07-18,2015-07-25,7
"P0-T8508",0,8508,2017-06-30,2017-07-16,16
"P1-T480",1,480,2015-09-28,2015-09-27,-1
"P1-T470",1,470,2015-08-14,2015-08-13,-1
"P1-T472",1,472,2016-04-21,2016-04-20,-1
"P1-T471",1,471,2015-11-18,2015-11-17,-1
"P1-T474",1,474,2015-08-19,2015-08-18,-1
"P1-T473",1,473,2015-08-11,2015-08-10,-1
"P1-T476",1,476,2015-08-12,2015-08-15,3
"P1-T478",1,478,2016-01-31,2016-01-30,-1
"P1-T477",1,477,2015-07-31,2015-08-03,3
"P1-T2702",1,2702,2017-03-10,2017-03-19,9
"P1-T2708",1,2708,2016-12-19,2016-12-24,5
"P1-T2709",1,2709,2017-01-19,2017-01-21,2
"P1-T2710",1,2710,2017-01-22,2017-01-29,7
"P1-T2711",1,2711,2016-12-23,2016-12-28,5
"P1-T2712",1,2712,2016-12-19,2016-12-21,2
"P1-T2713",1,2713,2016-12-13,2016-12-26,13
"P1-T2714",1,2714,2016-12-13,2016-12-14,1
"P1-T2729",1,2729,2016-12-13,2016-12-20,7
"P1-T2731",1,2731,2016-12-27,2017-01-03,7
"P1-T2733",1,2733,2016-12-14,2016-12-15,1
"P1-T2734",1,2734,2016-12-26,2016-12-31,5
"P1-T2735",1,2735,2017-01-11,2017-01-12,1
"P1-T2736",1,2736,2016-12-30,2017-01-05,6
"P1-T2737",1,2737,2016-12-26,2016-12-25,-1
"P1-T2738",1,2738,2016-12-14,2016-12-15,1
"P1-T2739",1,2739,2016-12-15,2016-12-20,5
"P1-T2740",1,2740,2016-12-21,2016-12-31,10
"P1-T2741",1,2741,2016-12-17,2016-12-20,3
"P1-T2742",1,2742,2016-12-23,2016-12-26,3
"P1-T2744",1,2744,2016-12-16,2016-12-22,6
"P1-T2745",1,2745,2016-12-20,2016-12-23,3
"P1-T2746",1,2746,2016-12-20,2016-12-24,4
"P1-T2747",1,2747,2016-12-24,2016-12-25,1
"P1-T1417",1,1417,2016-03-18,2016-03-17,-1
"P1-T2748",1,2748,2016-12-20,2016-12-21,1
"P1-T2749",1,2749,2016-12-16,2016-12-15,-1
"P1-T1419",1,1419,2016-03-24,2016-03-23,-1
"P1-T2750",1,2750,2017-01-25,2017-01-27,2
"P1-T1420",1,1420,2016-03-24,2016-03-23,-1
"P1-T1421",1,1421,2016-03-24,2016-03-23,-1
"P1-T2752",1,2752,2016-12-19,2016-12-21,2
"P1-T2753",1,2753,2016-12-19,2016-12-20,1
"P1-T2754",1,2754,2016-12-19,2016-12-23,4
"P1-T1424",1,1424,2016-03-22,2016-03-23,1
"P1-T2755",1,2755,2016-12-19,2016-12-23,4
"P1-T2756",1,2756,2016-12-19,2016-12-21,2
"P1-T2758",1,2758,2016-12-25,2016-12-27,2
"P1-T2759",1,2759,2016-12-19,2017-01-03,15
"P1-T2761",1,2761,2016-12-20,2016-12-21,1
"P1-T2762",1,2762,2016-12-20,2016-12-21,1
"P1-T1800",1,1800,2016-07-02,2016-07-01,-1
"P1-T1802",1,1802,2016-07-06,2016-08-17,42
"P1-T1803",1,1803,2016-09-16,2016-09-20,4
"P1-T1808",1,1808,2016-07-04,2016-07-18,14
"P1-T1809",1,1809,2016-07-04,2016-07-12,8
"P1-T1810",1,1810,2016-07-04,2016-07-18,14
"P1-T1811",1,1811,2016-07-04,2016-07-28,24
"P1-T1812",1,1812,2016-07-04,2016-07-09,5
"P1-T1813",1,1813,2016-09-16,2016-09-15,-1
"P1-T1814",1,1814,2016-07-09,2016-07-13,4
"P1-T1817",1,1817,2016-07-10,2016-07-13,3
"P1-T1819",1,1819,2016-07-18,2016-07-24,6
"P0-T6143",0,6143,2015-06-04,2015-06-10,6
"P0-T6144",0,6144,2015-06-04,2015-06-12,8
"P0-T6145",0,6145,2015-06-03,2015-06-06,3
"P0-T8798",0,8798,2018-01-24,2018-01-25,1
"P0-T8797",0,8797,2018-01-24,2018-01-25,1
"P0-T7469",0,7469,2016-03-30,2016-03-29,-1
"P0-T8799",0,8799,2018-01-24,2018-01-25,1
"P0-T6153",0,6153,2015-06-27,2015-07-03,6
"P0-T7480",0,7480,2016-03-30,2016-04-17,18
"P0-T6150",0,6150,2015-06-07,2015-06-17,10
"P0-T6146",0,6146,2015-06-03,2015-06-02,-1
"P0-T6147",0,6147,2015-06-03,2015-06-02,-1
"P0-T6148",0,6148,2015-06-06,2015-06-07,1
"P0-T6149",0,6149,2015-06-04,2015-06-05,1
"P0-T8783",0,8783,2018-02-13,2018-02-24,11
"P0-T8782",0,8782,2018-01-18,2018-01-19,1
"P0-T8785",0,8785,2018-01-14,2018-01-16,2
"P0-T8784",0,8784,2018-01-18,2018-01-24,6
"P0-T8781",0,8781,2018-01-09,2018-01-12,3
"P0-T8780",0,8780,2018-01-09,2018-01-15,6
"P0-T8779",0,8779,2018-01-07,2018-01-08,1
"P0-T6118",0,6118,2016-01-26,2016-01-25,-1
"P0-T6119",0,6119,2015-06-16,2015-06-20,4
"P0-T8775",0,8775,2017-12-21,2017-12-22,1
"P0-T7447",0,7447,2016-03-18,2016-03-26,8
"P0-T8777",0,8777,2018-01-03,2018-01-04,1
"P0-T8794",0,8794,2018-01-23,2018-01-24,1
"P0-T8793",0,8793,2018-01-21,2018-01-22,1
"P0-T8796",0,8796,2018-01-26,2018-01-27,1
"P0-T8795",0,8795,2018-01-24,2018-01-28,4
"P0-T8790",0,8790,2018-01-18,2018-01-19,1
"P0-T8792",0,8792,2018-01-19,2018-01-23,4
"P0-T8791",0,8791,2018-01-21,2018-01-24,3
"P0-T8787",0,8787,2018-01-15,2018-01-16,1
"P0-T8786",0,8786,2018-01-15,2018-01-16,1
"P0-T8789",0,8789,2018-01-17,2018-01-18,1
"P0-T7458",0,7458,2016-03-22,2016-03-30,8
"P0-T8788",0,8788,2018-01-17,2018-02-07,21
"P0-T7495",0,7495,2016-02-05,2016-02-08,3
"P0-T7496",0,7496,2016-03-08,2016-03-11,3
"P0-T7497",0,7497,2016-03-12,2016-03-11,-1
"P0-T7498",0,7498,2016-03-24,2016-03-25,1
"P0-T6159",0,6159,2015-06-12,2016-08-20,435
"P0-T7499",0,7499,2016-04-01,2016-04-03,2
"P1-T1799",1,1799,2016-07-14,2016-07-15,1
"P0-T8831",0,8831,2018-02-26,2018-02-27,1
"P0-T8830",0,8830,2018-02-21,2018-02-20,-1
"P0-T7502",0,7502,2016-03-19,2016-03-20,1
"P0-T8813",0,8813,2018-02-07,2018-02-12,5
"P0-T8812",0,8812,2018-02-06,2018-02-19,13
"P0-T8815",0,8815,2018-02-07,2018-02-12,5
"P0-T8814",0,8814,2018-02-07,2018-02-12,5
"P0-T8811",0,8811,2018-02-06,2018-02-10,4
"P0-T8810",0,8810,2018-02-06,2018-02-08,2
"P0-T8817",0,8817,2018-02-08,2018-02-10,2
"P0-T8816",0,8816,2018-02-08,2018-02-13,5
"P0-T8819",0,8819,2018-02-09,2018-02-10,1
"P0-T8818",0,8818,2018-02-08,2018-02-21,13
"P0-T8824",0,8824,2018-02-16,2018-02-23,7
"P0-T8823",0,8823,2018-02-21,2018-02-26,5
"P0-T8826",0,8826,2018-02-22,2018-02-21,-1
"P0-T8825",0,8825,2018-02-19,2018-02-20,1
"P0-T8820",0,8820,2018-02-12,2018-02-14,2
"P0-T8822",0,8822,2018-02-14,2018-02-23,9
"P0-T8821",0,8821,2018-02-14,2018-02-23,9
"P0-T8828",0,8828,2018-02-21,2018-02-23,2
"P0-T8827",0,8827,2018-02-20,2018-02-21,1
"P0-T8829",0,8829,2018-02-21,2018-02-22,1
"P0-T7552",0,7552,2016-06-18,2016-06-17,-1
"P0-T6216",0,6216,2015-06-17,2015-06-18,1
"P0-T6217",0,6217,2015-07-03,2015-07-02,-1
"P1-T325",1,325,2015-06-06,2015-06-14,8
"P0-T6218",0,6218,2015-08-23,2015-08-24,1
"P1-T328",1,328,2015-05-30,2015-05-29,-1
"P0-T7545",0,7545,2016-02-04,2016-04-28,84
"P1-T322",1,322,2015-05-22,2015-05-23,1
"P1-T324",1,324,2015-05-24,2015-05-25,1
"P0-T6227",0,6227,2015-08-18,2015-08-17,-1
"P0-T7554",0,7554,2016-02-08,2016-02-19,11
"P0-T6225",0,6225,2015-08-18,2015-08-17,-1
"P0-T6226",0,6226,2015-09-01,2015-08-31,-1
"P1-T341",1,341,2016-03-12,2016-03-11,-1
"P0-T7540",0,7540,2016-02-08,2016-05-18,100
"P0-T7539",0,7539,2016-09-05,2016-09-04,-1
"P1-T364",1,364,2015-06-07,2015-06-15,8
"P1-T366",1,366,2015-06-09,2015-06-10,1
"P1-T365",1,365,2015-06-07,2015-06-17,10
"P1-T367",1,367,2015-06-08,2015-06-07,-1
"P1-T1731",1,1731,2016-06-14,2016-06-13,-1
"P1-T1732",1,1732,2016-06-19,2016-06-27,8
"P1-T1734",1,1734,2016-10-20,2017-01-11,83
"P1-T1735",1,1735,2016-07-25,2016-07-24,-1
"P1-T382",1,382,2015-06-21,2015-07-01,10
"P1-T1736",1,1736,2016-06-21,2016-10-22,123
"P1-T381",1,381,2015-06-23,2015-06-28,5
"P1-T1737",1,1737,2016-06-23,2016-06-27,4
"P1-T1738",1,1738,2016-07-21,2016-08-08,18
"P1-T1739",1,1739,2016-09-19,2016-12-05,77
"P1-T384",1,384,2015-06-21,2015-06-29,8
"P1-T383",1,383,2015-06-23,2015-06-27,4
"P1-T385",1,385,2016-03-27,2016-03-26,-1
"P1-T388",1,388,2015-11-24,2016-01-09,46
"P1-T1740",1,1740,2016-07-02,2016-07-03,1
"P1-T1741",1,1741,2016-10-15,2017-01-06,83
"P1-T1742",1,1742,2016-06-26,2016-07-15,19
"P1-T1743",1,1743,2016-06-26,2016-07-12,16
"P1-T1744",1,1744,2016-06-27,2016-09-02,67
"P0-T8802",0,8802,2018-01-25,2018-01-26,1
"P0-T8801",0,8801,2018-01-24,2018-01-25,1
"P0-T8804",0,8804,2018-01-25,2018-01-26,1
"P0-T8803",0,8803,2018-01-25,2018-01-26,1
"P0-T8800",0,8800,2018-01-24,2018-01-25,1
"P0-T8809",0,8809,2018-02-06,2018-02-19,13
"P0-T8805",0,8805,2018-01-25,2018-01-26,1
"P0-T8808",0,8808,2018-01-29,2018-02-01,3
"P0-T8807",0,8807,2018-01-29,2018-01-30,1
"P1-T1776",1,1776,2016-06-28,2016-06-27,-1
"P1-T1782",1,1782,2016-06-29,2016-07-26,27
"P1-T1783",1,1783,2016-07-02,2016-07-12,10
"P0-T6088",0,6088,2015-07-13,2016-06-12,335
"P0-T6091",0,6091,2015-07-21,2015-07-20,-1
"P0-T6099",0,6099,2015-05-31,2015-06-02,2
"P0-T6095",0,6095,2015-05-30,2015-10-03,126
"P0-T6096",0,6096,2015-09-03,2015-09-20,17
"P0-T8684",0,8684,2017-10-27,2017-10-29,2
"P0-T6021",0,6021,2015-05-23,2015-05-24,1
"P0-T8683",0,8683,2017-10-15,2017-10-25,10
"P0-T6022",0,6022,2015-05-17,2015-05-16,-1
"P0-T6023",0,6023,2015-05-29,2015-06-06,8
"P0-T8686",0,8686,2017-11-23,2017-11-22,-1
"P0-T8685",0,8685,2017-11-10,2017-11-11,1
"P0-T6024",0,6024,2015-08-25,2016-03-15,203
"P0-T8682",0,8682,2017-10-29,2017-11-06,8
"P0-T7349",0,7349,2016-02-07,2016-02-08,1
"P0-T6018",0,6018,2015-07-11,2015-07-10,-1
"P0-T6019",0,6019,2016-03-10,2016-03-09,-1
"P0-T6017",0,6017,2015-07-11,2015-07-10,-1
"P0-T6032",0,6032,2015-05-30,2015-06-05,6
"P0-T7364",0,7364,2016-02-11,2016-02-10,-1
"P0-T6033",0,6033,2015-05-26,2015-06-01,6
"P0-T6034",0,6034,2015-05-30,2015-06-10,11
"P0-T6035",0,6035,2015-06-03,2015-06-10,7
"P0-T6030",0,6030,2015-06-01,2015-06-02,1
"P0-T6031",0,6031,2015-05-22,2015-05-30,8
"P0-T6026",0,6026,2017-04-05,2017-04-04,-1
"P0-T6027",0,6027,2015-07-09,2015-07-08,-1
"P0-T6028",0,6028,2015-05-24,2016-08-12,446
"P0-T8655",0,8655,2017-11-06,2017-11-05,-1
"P0-T8654",0,8654,2017-11-06,2017-11-05,-1
"P0-T8656",0,8656,2017-11-06,2017-11-05,-1
"P0-T7338",0,7338,2016-02-03,2016-02-17,14
"P0-T7336",0,7336,2016-01-28,2016-01-29,1
"P0-T6060",0,6060,2015-05-20,2015-05-21,1
"P0-T6065",0,6065,2015-05-24,2015-05-25,1
"P0-T6066",0,6066,2015-05-27,2015-05-30,3
"P0-T7392",0,7392,2016-02-27,2016-03-07,9
"P0-T6062",0,6062,2015-07-19,2015-07-20,1
"P0-T6063",0,6063,2015-05-24,2015-05-30,6
"P0-T6064",0,6064,2015-05-24,2015-06-01,8
"P0-T6079",0,6079,2015-07-30,2015-08-07,8
"P0-T6044",0,6044,2015-05-24,2015-05-27,3
"P0-T7371",0,7371,2016-02-15,2016-02-17,2
"P0-T6040",0,6040,2015-06-23,2015-07-19,26
"P0-T6036",0,6036,2015-06-07,2015-06-10,3
"P0-T6037",0,6037,2015-06-11,2015-06-21,10
"P0-T6038",0,6038,2015-06-15,2015-06-24,9
"P0-T6039",0,6039,2015-06-19,2015-06-27,8
"P0-T7385",0,7385,2016-02-23,2016-02-27,4
"P0-T6056",0,6056,2015-05-22,2015-05-30,8
"P0-T7378",0,7378,2016-02-19,2016-02-21,2
"P1-T1675",1,1675,2016-06-25,2016-06-29,4
"P1-T1676",1,1676,2016-06-05,2016-06-04,-1
"P0-T8716",0,8716,2017-11-23,2017-11-24,1
"P0-T8710",0,8710,2017-12-02,2017-12-01,-1
"P0-T8712",0,8712,2017-10-30,2017-11-12,13
"P0-T8719",0,8719,2017-11-05,2017-11-07,2
"P0-T8725",0,8725,2017-11-06,2017-11-08,2
"P0-T8724",0,8724,2017-12-07,2017-12-09,2
"P0-T8727",0,8727,2017-11-13,2017-11-14,1
"P0-T8726",0,8726,2017-11-09,2017-11-12,3
